date,load,solar,wind
2015/9/17 2:59,4847,372,1469
2015/9/17 3:59,5568,314,1580
2015/9/17 4:59,5693,231,1632
2015/9/17 5:59,6322,137,1783
2015/9/17 6:59,6329,53,1850
2015/9/17 7:59,6413,6,1896
2015/9/17 8:59,6600,0,1801
2015/9/17 9:59,6382,0,1654
2015/9/17 10:59,6380,0,1709
2015/9/17 11:59,6241,0,1619
2015/9/17 12:59,6234,0,1121
2015/9/17 13:59,6221,0,767
2015/9/17 14:59,5981,0,541
2015/9/17 15:59,6283,0,432
2015/9/17 16:59,6368,0,321
2015/9/17 17:59,6306,0,334
2015/9/17 18:59,6527,0,317
2015/9/17 19:59,6392,28,243
2015/9/17 20:59,5937,86,154
2015/9/17 21:59,5668,167,155
2015/9/17 22:59,5382,251,186
2015/9/17 23:59,5251,327,143
2015/9/18 0:59,5013,368,95
2015/9/18 1:59,5045,369,64
2015/9/18 2:59,5494,327,57
2015/9/18 3:59,6099,262,86
2015/9/18 4:59,6797,185,139
2015/9/18 5:59,7000,107,294
2015/9/18 6:59,6956,42,610
2015/9/18 7:59,7070,5,900
2015/9/18 8:59,6827,0,1027
2015/9/18 9:59,6220,0,960
2015/9/18 10:59,6093,0,954
2015/9/18 11:59,6474,0,1016
2015/9/18 12:59,6512,0,1025
2015/9/18 13:59,6688,0,1027
2015/9/18 14:59,7430,0,934
2015/9/18 15:59,7213,0,854
2015/9/18 16:59,7281,0,801
2015/9/18 17:59,7223,0,625
2015/9/18 18:59,6873,0,686
2015/9/18 19:59,6459,27,637
2015/9/18 20:59,5970,82,515
2015/9/18 21:59,5595,158,350
2015/9/18 22:59,5231,233,351
2015/9/18 23:59,5114,282,454
2015/9/19 0:59,5042,298,484
2015/9/19 1:59,4814,298,435
2015/9/19 2:59,5500,278,387
2015/9/19 3:59,5904,233,288
2015/9/19 4:59,6273,167,251
2015/9/19 5:59,6537,97,263
2015/9/19 6:59,6606,38,265
2015/9/19 7:59,6264,4,352
2015/9/19 8:59,6145,0,431
2015/9/19 9:59,5789,0,508
2015/9/19 10:59,5728,0,603
2015/9/19 11:59,5680,0,748
2015/9/19 12:59,5712,0,1048
2015/9/19 13:59,5494,0,524
2015/9/19 14:59,6287,0,494
2015/9/19 15:59,6686,0,734
2015/9/19 16:59,6704,0,805
2015/9/19 17:59,6434,0,1173
2015/9/19 18:59,5765,0,1467
2015/9/19 19:59,5672,25,1478
2015/9/19 20:59,5367,83,1555
2015/9/19 21:59,4698,161,1597
2015/9/19 22:59,4859,232,1698
2015/9/19 23:59,4841,286,1815
2015/9/20 0:59,4545,300,1857
2015/9/20 1:59,4562,319,1879
2015/9/20 2:59,4497,315,1755
2015/9/20 3:59,4679,277,1598
2015/9/20 4:59,5164,212,1441
2015/9/20 5:59,5467,128,1119
2015/9/20 6:59,5787,52,1079
2015/9/20 7:59,5998,7,1018
2015/9/20 8:59,6143,0,781
2015/9/20 9:59,6052,0,773
2015/9/20 10:59,5692,0,746
2015/9/20 11:59,5525,0,702
2015/9/20 12:59,5242,0,770
2015/9/20 13:59,5650,0,898
2015/9/20 14:59,6125,0,926
2015/9/20 15:59,6429,0,781
2015/9/20 16:59,6694,0,557
2015/9/20 17:59,6630,0,378
2015/9/20 18:59,6380,0,350
2015/9/20 19:59,6217,29,356
2015/9/20 20:59,5993,101,286
2015/9/20 21:59,5290,212,267
2015/9/20 22:59,4624,323,191
2015/9/20 23:59,4746,409,152
2015/9/21 0:59,4838,458,132
2015/9/21 1:59,4984,465,142
2015/9/21 2:59,5710,432,98
2015/9/21 3:59,6614,363,86
2015/9/21 4:59,7815,263,84
2015/9/21 5:59,7980,150,60
2015/9/21 6:59,7772,56,41
2015/9/21 7:59,7444,7,35
2015/9/21 8:59,6756,0,45
2015/9/21 9:59,5733,0,54
2015/9/21 10:59,6134,0,63
2015/9/21 11:59,5803,0,69
2015/9/21 12:59,6410,0,79
2015/9/21 13:59,6526,0,92
2015/9/21 14:59,7401,0,96
2015/9/21 15:59,7589,0,139
2015/9/21 16:59,7737,0,254
2015/9/21 17:59,7380,0,355
2015/9/21 18:59,6596,0,476
2015/9/21 19:59,6711,28,501
2015/9/21 20:59,5827,92,443
2015/9/21 21:59,5902,191,444
2015/9/21 22:59,5684,295,690
2015/9/21 23:59,5562,374,847
2015/9/22 0:59,5375,413,1038
2015/9/22 1:59,5520,424,1032
2015/9/22 2:59,6244,393,976
2015/9/22 3:59,6877,322,1012
2015/9/22 4:59,7308,226,1109
2015/9/22 5:59,7377,125,1026
2015/9/22 6:59,7497,46,1020
2015/9/22 7:59,7202,5,1105
2015/9/22 8:59,7184,0,1152
2015/9/22 9:59,7230,0,1076
2015/9/22 10:59,7130,0,990
2015/9/22 11:59,7103,0,868
2015/9/22 12:59,7212,0,764
2015/9/22 13:59,6960,0,668
2015/9/22 14:59,7072,0,632
2015/9/22 15:59,6830,0,571
2015/9/22 16:59,6833,0,510
2015/9/22 17:59,6572,0,409
2015/9/22 18:59,5992,0,303
2015/9/22 19:59,6432,22,202
2015/9/22 20:59,6156,67,116
2015/9/22 21:59,5788,135,93
2015/9/22 22:59,5736,201,188
2015/9/22 23:59,5681,250,346
2015/9/23 0:59,5509,274,497
2015/9/23 1:59,5691,272,749
2015/9/23 2:59,6157,249,1002
2015/9/23 3:59,7028,208,1173
2015/9/23 4:59,7395,143,1260
2015/9/23 5:59,7712,80,1426
2015/9/23 6:59,7876,32,1452
2015/9/23 7:59,7903,3,1496
2015/9/23 8:59,7744,0,1540
2015/9/23 9:59,7769,0,1488
2015/9/23 10:59,7664,0,1494
2015/9/23 11:59,7646,0,1554
2015/9/23 12:59,7491,0,1484
2015/9/23 13:59,7388,0,1485
2015/9/23 14:59,7329,0,1566
2015/9/23 15:59,7274,0,1677
2015/9/23 16:59,6940,0,1602
2015/9/23 17:59,6770,0,1634
2015/9/23 18:59,6558,0,1669
2015/9/23 19:59,6294,21,1666
2015/9/23 20:59,5937,67,1694
2015/9/23 21:59,5568,139,1684
2015/9/23 22:59,5211,205,1714
2015/9/23 23:59,5137,261,1679
2015/9/24 0:59,5008,300,1680
2015/9/24 1:59,5029,305,1626
2015/9/24 2:59,5484,286,1614
2015/9/24 3:59,5914,247,1679
2015/9/24 4:59,6070,183,1714
2015/9/24 5:59,6237,108,1738
2015/9/24 6:59,5841,41,1783
2015/9/24 7:59,5924,4,1815
2015/9/24 8:59,6083,0,1803
2015/9/24 9:59,5004,0,1835
2015/9/24 10:59,4922,0,1876
2015/9/24 11:59,4012,0,1916
2015/9/24 12:59,3769,0,1924
2015/9/24 13:59,3950,0,1963
2015/9/24 14:59,4764,0,1995
2015/9/24 15:59,5097,0,2033
2015/9/24 16:59,5032,0,2030
2015/9/24 17:59,4659,0,1973
2015/9/24 18:59,4873,0,1959
2015/9/24 19:59,4905,23,1968
2015/9/24 20:59,5194,76,1939
2015/9/24 21:59,5269,157,1868
2015/9/24 22:59,5161,238,1811
2015/9/24 23:59,5057,300,1850
2015/9/25 0:59,4892,334,1941
2015/9/25 1:59,4848,328,1932
2015/9/25 2:59,5532,295,1803
2015/9/25 3:59,5888,246,1620
2015/9/25 4:59,6515,181,1455
2015/9/25 5:59,6685,102,1367
2015/9/25 6:59,6987,37,1354
2015/9/25 7:59,7569,3,1291
2015/9/25 8:59,7542,0,1336
2015/9/25 9:59,7202,0,1310
2015/9/25 10:59,6841,0,1336
2015/9/25 11:59,6873,0,1433
2015/9/25 12:59,6938,0,1353
2015/9/25 13:59,6701,0,1282
2015/9/25 14:59,6798,0,1196
2015/9/25 15:59,6948,0,1088
2015/9/25 16:59,6565,0,1039
2015/9/25 17:59,6172,0,1135
2015/9/25 18:59,5761,0,1153
2015/9/25 19:59,5603,17,1165
2015/9/25 20:59,5591,62,1196
2015/9/25 21:59,5707,132,1151
2015/9/25 22:59,5182,199,1119
2015/9/25 23:59,5004,246,1033
2015/9/26 0:59,4740,274,1039
2015/9/26 1:59,4934,280,1191
2015/9/26 2:59,5161,262,1300
2015/9/26 3:59,5364,224,1215
2015/9/26 4:59,5546,171,1206
2015/9/26 5:59,6173,102,1075
2015/9/26 6:59,6218,38,928
2015/9/26 7:59,6664,3,881
2015/9/26 8:59,6838,0,720
2015/9/26 9:59,6616,0,673
2015/9/26 10:59,6514,0,793
2015/9/26 11:59,6336,0,978
2015/9/26 12:59,6295,0,1169
2015/9/26 13:59,6080,0,1160
2015/9/26 14:59,5949,0,1177
2015/9/26 15:59,5688,0,1121
2015/9/26 16:59,5659,0,976
2015/9/26 17:59,5728,0,986
2015/9/26 18:59,5643,0,958
2015/9/26 19:59,5620,21,969
2015/9/26 20:59,5177,78,957
2015/9/26 21:59,5041,171,965
2015/9/26 22:59,4864,263,961
2015/9/26 23:59,4762,329,957
2015/9/27 0:59,4634,361,998
2015/9/27 1:59,4571,362,886
2015/9/27 2:59,4802,335,769
2015/9/27 3:59,5080,286,577
2015/9/27 4:59,5256,214,697
2015/9/27 5:59,6024,124,818
2015/9/27 6:59,6364,44,815
2015/9/27 7:59,6224,4,1000
2015/9/27 8:59,6622,0,1150
2015/9/27 9:59,5933,0,1201
2015/9/27 10:59,5575,0,1234
2015/9/27 11:59,5790,0,1298
2015/9/27 12:59,5696,0,1345
2015/9/27 13:59,5727,0,1371
2015/9/27 14:59,5993,0,1423
2015/9/27 15:59,5668,0,1457
2015/9/27 16:59,5758,0,1512
2015/9/27 17:59,5309,0,1532
2015/9/27 18:59,5716,0,1465
2015/9/27 19:59,5722,22,1308
2015/9/27 20:59,5403,80,1098
2015/9/27 21:59,5303,180,985
2015/9/27 22:59,5038,290,1022
2015/9/27 23:59,4954,376,1276
2015/9/28 0:59,4887,403,1220
2015/9/28 1:59,5107,381,1072
2015/9/28 2:59,5918,347,1082
2015/9/28 3:59,7128,297,1185
2015/9/28 4:59,8032,217,1196
2015/9/28 5:59,8348,121,1256
2015/9/28 6:59,8392,42,1267
2015/9/28 7:59,8462,3,1367
2015/9/28 8:59,8621,0,1304
2015/9/28 9:59,8369,0,1125
2015/9/28 10:59,8308,0,1037
2015/9/28 11:59,8179,0,928
2015/9/28 12:59,8064,0,870
2015/9/28 13:59,7947,0,796
2015/9/28 14:59,7940,0,749
2015/9/28 15:59,8109,0,643
2015/9/28 16:59,8226,0,628
2015/9/28 17:59,7665,0,671
2015/9/28 18:59,7013,0,697
2015/9/28 19:59,6736,20,655
2015/9/28 20:59,6258,73,467
2015/9/28 21:59,5912,160,319
2015/9/28 22:59,5555,255,309
2015/9/28 23:59,5376,317,300
2015/9/29 0:59,5240,333,280
2015/9/29 1:59,5369,341,222
2015/9/29 2:59,6045,322,219
2015/9/29 3:59,7110,272,252
2015/9/29 4:59,7953,198,328
2015/9/29 5:59,8246,110,426
2015/9/29 6:59,8316,37,558
2015/9/29 7:59,8463,3,821
2015/9/29 8:59,8600,0,959
2015/9/29 9:59,8367,0,808
2015/9/29 10:59,8269,0,546
2015/9/29 11:59,8143,0,478
2015/9/29 12:59,8098,0,409
2015/9/29 13:59,8002,0,396
2015/9/29 14:59,7993,0,350
2015/9/29 15:59,7935,0,340
2015/9/29 16:59,8012,0,345
2015/9/29 17:59,7509,0,354
2015/9/29 18:59,6955,0,312
2015/9/29 19:59,6604,26,312
2015/9/29 20:59,6123,90,267
2015/9/29 21:59,5442,187,169
2015/9/29 22:59,5139,290,155
2015/9/29 23:59,5038,361,117
2015/9/30 0:59,4934,395,91
2015/9/30 1:59,5085,400,86
2015/9/30 2:59,5789,368,90
2015/9/30 3:59,6946,302,108
2015/9/30 4:59,7691,216,98
2015/9/30 5:59,7904,122,78
2015/9/30 6:59,7894,44,105
2015/9/30 7:59,8078,4,144
2015/9/30 8:59,8173,0,121
2015/9/30 9:59,7983,0,88
2015/9/30 10:59,7926,0,85
2015/9/30 11:59,7789,0,93
2015/9/30 12:59,7665,0,146
2015/9/30 13:59,7588,0,188
2015/9/30 14:59,7638,0,200
2015/9/30 15:59,7837,0,145
2015/9/30 16:59,7790,0,162
2015/9/30 17:59,7267,0,202
2015/9/30 18:59,6569,0,227
2015/9/30 19:59,6423,24,253
2015/9/30 20:59,5915,86,164
2015/9/30 21:59,5855,188,76
2015/9/30 22:59,5610,302,56
2015/9/30 23:59,5514,395,61
2015/10/1 0:59,5436,450,78
2015/10/1 1:59,5584,455,104
2015/10/1 2:59,6179,413,106
2015/10/1 3:59,7377,331,90
2015/10/1 4:59,8164,225,84
2015/10/1 5:59,8306,119,72
2015/10/1 6:59,8186,41,66
2015/10/1 7:59,8320,4,75
2015/10/1 8:59,8385,0,90
2015/10/1 9:59,8166,0,99
2015/10/1 10:59,8037,0,113
2015/10/1 11:59,7962,0,117
2015/10/1 12:59,7858,0,139
2015/10/1 13:59,7797,0,159
2015/10/1 14:59,7942,0,201
2015/10/1 15:59,8123,0,266
2015/10/1 16:59,8227,0,321
2015/10/1 17:59,7726,0,364
2015/10/1 18:59,7045,0,406
2015/10/1 19:59,6739,23,399
2015/10/1 20:59,6294,83,342
2015/10/1 21:59,6000,184,245
2015/10/1 22:59,5697,297,304
2015/10/1 23:59,5622,393,542
2015/10/2 0:59,5483,450,761
2015/10/2 1:59,5604,456,831
2015/10/2 2:59,6155,414,768
2015/10/2 3:59,7264,331,737
2015/10/2 4:59,7998,224,734
2015/10/2 5:59,8271,117,715
2015/10/2 6:59,8250,40,874
2015/10/2 7:59,8097,3,1145
2015/10/2 8:59,8193,0,1181
2015/10/2 9:59,7947,0,1304
2015/10/2 10:59,7780,0,1354
2015/10/2 11:59,7642,0,1354
2015/10/2 12:59,7449,0,1281
2015/10/2 13:59,7463,0,1294
2015/10/2 14:59,7598,0,1275
2015/10/2 15:59,7797,0,1345
2015/10/2 16:59,7830,0,1361
2015/10/2 17:59,7271,0,1345
2015/10/2 18:59,6657,0,1239
2015/10/2 19:59,6494,22,1231
2015/10/2 20:59,6061,74,1203
2015/10/2 21:59,5494,159,1162
2015/10/2 22:59,5244,251,1172
2015/10/2 23:59,5179,331,1436
2015/10/3 0:59,5043,381,1464
2015/10/3 1:59,5032,379,1486
2015/10/3 2:59,5296,346,1511
2015/10/3 3:59,5758,277,1567
2015/10/3 4:59,6216,192,1525
2015/10/3 5:59,6591,108,1428
2015/10/3 6:59,6829,38,1390
2015/10/3 7:59,6891,3,1539
2015/10/3 8:59,6991,0,1589
2015/10/3 9:59,6777,0,1524
2015/10/3 10:59,6541,0,1434
2015/10/3 11:59,6394,0,1388
2015/10/3 12:59,6351,0,1246
2015/10/3 13:59,6389,0,1061
2015/10/3 14:59,6496,0,890
2015/10/3 15:59,6598,0,788
2015/10/3 16:59,6659,0,772
2015/10/3 17:59,6296,0,605
2015/10/3 18:59,5869,0,467
2015/10/3 19:59,5733,18,341
2015/10/3 20:59,5451,62,182
2015/10/3 21:59,5150,130,117
2015/10/3 22:59,4858,195,66
2015/10/3 23:59,4750,257,42
2015/10/4 0:59,4574,311,25
2015/10/4 1:59,4543,320,30
2015/10/4 2:59,4692,281,20
2015/10/4 3:59,4982,220,24
2015/10/4 4:59,5347,149,22
2015/10/4 5:59,5639,80,63
2015/10/4 6:59,5885,28,229
2015/10/4 7:59,6161,2,430
2015/10/4 8:59,6315,0,462
2015/10/4 9:59,6077,0,417
2015/10/4 10:59,5892,0,490
2015/10/4 11:59,5746,0,392
2015/10/4 12:59,5668,0,233
2015/10/4 13:59,5754,0,216
2015/10/4 14:59,5954,0,329
2015/10/4 15:59,6286,0,416
2015/10/4 16:59,6513,0,356
2015/10/4 17:59,6250,0,351
2015/10/4 18:59,5873,0,485
2015/10/4 19:59,5835,20,494
2015/10/4 20:59,5502,72,442
2015/10/4 21:59,5135,156,362
2015/10/4 22:59,4938,247,294
2015/10/4 23:59,4891,327,267
2015/10/5 0:59,4868,382,271
2015/10/5 1:59,5072,407,230
2015/10/5 2:59,5881,383,288
2015/10/5 3:59,7181,310,275
2015/10/5 4:59,7769,209,260
2015/10/5 5:59,8057,108,108
2015/10/5 6:59,8046,35,72
2015/10/5 7:59,8053,2,50
2015/10/5 8:59,8211,0,45
2015/10/5 9:59,8054,0,53
2015/10/5 10:59,8020,0,46
2015/10/5 11:59,7942,0,51
2015/10/5 12:59,7822,0,58
2015/10/5 13:59,7792,0,62
2015/10/5 14:59,7821,0,53
2015/10/5 15:59,7990,0,77
2015/10/5 16:59,8094,0,181
2015/10/5 17:59,7572,0,212
2015/10/5 18:59,6993,0,259
2015/10/5 19:59,6814,16,256
2015/10/5 20:59,6188,56,201
2015/10/5 21:59,5847,120,164
2015/10/5 22:59,5536,185,144
2015/10/5 23:59,5439,242,170
2015/10/6 0:59,5311,276,205
2015/10/6 1:59,5464,277,236
2015/10/6 2:59,6139,253,262
2015/10/6 3:59,7413,206,341
2015/10/6 4:59,8226,142,290
2015/10/6 5:59,8456,76,305
2015/10/6 6:59,8453,27,390
2015/10/6 7:59,8506,1,471
2015/10/6 8:59,8571,0,515
2015/10/6 9:59,8329,0,490
2015/10/6 10:59,8252,0,453
2015/10/6 11:59,8131,0,433
2015/10/6 12:59,8019,0,449
2015/10/6 13:59,7966,0,430
2015/10/6 14:59,8132,0,356
2015/10/6 15:59,8348,0,261
2015/10/6 16:59,8241,0,208
2015/10/6 17:59,7708,0,181
2015/10/6 18:59,7034,0,186
2015/10/6 19:59,6722,13,272
2015/10/6 20:59,6180,45,321
2015/10/6 21:59,5779,99,269
2015/10/6 22:59,5510,157,168
2015/10/6 23:59,5400,207,108
2015/10/7 0:59,5285,232,48
2015/10/7 1:59,5452,226,27
2015/10/7 2:59,6165,204,21
2015/10/7 3:59,7376,168,27
2015/10/7 4:59,8240,117,24
2015/10/7 5:59,8550,62,19
2015/10/7 6:59,8608,22,24
2015/10/7 7:59,8736,1,25
2015/10/7 8:59,8796,0,28
2015/10/7 9:59,8515,0,29
2015/10/7 10:59,8447,0,32
2015/10/7 11:59,8308,0,31
2015/10/7 12:59,8208,0,35
2015/10/7 13:59,8120,0,32
2015/10/7 14:59,8171,0,29
2015/10/7 15:59,8346,0,46
2015/10/7 16:59,8214,0,71
2015/10/7 17:59,7598,0,76
2015/10/7 18:59,6987,0,68
2015/10/7 19:59,6658,14,96
2015/10/7 20:59,6222,48,122
2015/10/7 21:59,5806,108,127
2015/10/7 22:59,5544,170,137
2015/10/7 23:59,5407,213,162
2015/10/8 0:59,5278,236,220
2015/10/8 1:59,5403,238,240
2015/10/8 2:59,6056,215,245
2015/10/8 3:59,7276,177,241
2015/10/8 4:59,8035,126,266
2015/10/8 5:59,8392,67,275
2015/10/8 6:59,8449,23,252
2015/10/8 7:59,8538,1,242
2015/10/8 8:59,8629,0,225
2015/10/8 9:59,8382,0,207
2015/10/8 10:59,8292,0,153
2015/10/8 11:59,8138,0,115
2015/10/8 12:59,8056,0,118
2015/10/8 13:59,8005,0,137
2015/10/8 14:59,8039,0,150
2015/10/8 15:59,8236,0,167
2015/10/8 16:59,8166,0,174
2015/10/8 17:59,7554,0,168
2015/10/8 18:59,6914,0,165
2015/10/8 19:59,6645,15,159
2015/10/8 20:59,6174,54,138
2015/10/8 21:59,5666,123,111
2015/10/8 22:59,5399,193,89
2015/10/8 23:59,5260,241,91
2015/10/9 0:59,5135,272,70
2015/10/9 1:59,5258,281,41
2015/10/9 2:59,5965,262,50
2015/10/9 3:59,7031,210,35
2015/10/9 4:59,7875,143,40
2015/10/9 5:59,8215,76,52
2015/10/9 6:59,8226,26,91
2015/10/9 7:59,8235,1,101
2015/10/9 8:59,8257,0,110
2015/10/9 9:59,7980,0,145
2015/10/9 10:59,7761,0,194
2015/10/9 11:59,7603,0,299
2015/10/9 12:59,7495,0,337
2015/10/9 13:59,7492,0,260
2015/10/9 14:59,7592,0,152
2015/10/9 15:59,7796,0,153
2015/10/9 16:59,7724,0,141
2015/10/9 17:59,7095,0,158
2015/10/9 18:59,6514,0,173
2015/10/9 19:59,6339,13,113
2015/10/9 20:59,5914,51,86
2015/10/9 21:59,5559,118,76
2015/10/9 22:59,5260,189,71
2015/10/9 23:59,5056,250,64
2015/10/10 0:59,4875,282,62
2015/10/10 1:59,4890,273,62
2015/10/10 2:59,5152,235,82
2015/10/10 3:59,5669,180,116
2015/10/10 4:59,6208,118,149
2015/10/10 5:59,6484,61,223
2015/10/10 6:59,6752,22,307
2015/10/10 7:59,6845,1,324
2015/10/10 8:59,7003,0,339
2015/10/10 9:59,6815,0,401
2015/10/10 10:59,6626,0,472
2015/10/10 11:59,6458,0,559
2015/10/10 12:59,6382,0,545
2015/10/10 13:59,6402,0,593
2015/10/10 14:59,6566,0,671
2015/10/10 15:59,6723,0,734
2015/10/10 16:59,6714,0,869
2015/10/10 17:59,6373,0,969
2015/10/10 18:59,5967,0,1189
2015/10/10 19:59,5896,12,1446
2015/10/10 20:59,5487,40,1507
2015/10/10 21:59,5271,89,1448
2015/10/10 22:59,4860,145,1485
2015/10/10 23:59,4737,208,1530
2015/10/11 0:59,4551,245,1550
2015/10/11 1:59,4536,242,1555
2015/10/11 2:59,4704,224,1579
2015/10/11 3:59,4991,187,1581
2015/10/11 4:59,5400,128,1599
2015/10/11 5:59,5702,66,1554
2015/10/11 6:59,6014,22,1536
2015/10/11 7:59,6285,1,1527
2015/10/11 8:59,6450,0,1410
2015/10/11 9:59,6182,0,1352
2015/10/11 10:59,5960,0,1314
2015/10/11 11:59,5739,0,1333
2015/10/11 12:59,5706,0,1321
2015/10/11 13:59,5813,0,1374
2015/10/11 14:59,6085,0,1324
2015/10/11 15:59,6429,0,1338
2015/10/11 16:59,6535,0,1291
2015/10/11 17:59,6285,0,1210
2015/10/11 18:59,5924,0,1139
2015/10/11 19:59,5910,14,1063
2015/10/11 20:59,5571,56,985
2015/10/11 21:59,5410,134,924
2015/10/11 22:59,5214,224,908
2015/10/11 23:59,5115,303,902
2015/10/12 0:59,5046,358,744
2015/10/12 1:59,5244,372,643
2015/10/12 2:59,6035,338,554
2015/10/12 3:59,7275,266,416
2015/10/12 4:59,8120,171,268
2015/10/12 5:59,8340,81,132
2015/10/12 6:59,8375,25,138
2015/10/12 7:59,8413,1,157
2015/10/12 8:59,8488,0,158
2015/10/12 9:59,8261,0,161
2015/10/12 10:59,8227,0,154
2015/10/12 11:59,8105,0,107
2015/10/12 12:59,8032,0,72
2015/10/12 13:59,7940,0,77
2015/10/12 14:59,7903,0,83
2015/10/12 15:59,8210,0,100
2015/10/12 16:59,8137,0,133
2015/10/12 17:59,7576,0,177
2015/10/12 18:59,6980,0,170
2015/10/12 19:59,6789,11,188
2015/10/12 20:59,6234,38,213
2015/10/12 21:59,6127,92,214
2015/10/12 22:59,5708,153,202
2015/10/12 23:59,5593,202,217
2015/10/13 0:59,5466,230,251
2015/10/13 1:59,5634,233,269
2015/10/13 2:59,6305,211,309
2015/10/13 3:59,7428,163,341
2015/10/13 4:59,8201,104,410
2015/10/13 5:59,8435,51,439
2015/10/13 6:59,8421,18,543
2015/10/13 7:59,8432,0,622
2015/10/13 8:59,8492,0,707
2015/10/13 9:59,8278,0,779
2015/10/13 10:59,8269,0,863
2015/10/13 11:59,8165,0,1019
2015/10/13 12:59,8113,0,1038
2015/10/13 13:59,8131,0,1028
2015/10/13 14:59,8179,0,998
2015/10/13 15:59,8379,0,1073
2015/10/13 16:59,8267,0,1066
2015/10/13 17:59,7698,0,988
2015/10/13 18:59,7084,0,1015
2015/10/13 19:59,6785,11,919
2015/10/13 20:59,6305,39,367
2015/10/13 21:59,5770,91,145
2015/10/13 22:59,5481,146,102
2015/10/13 23:59,5331,193,116
2015/10/14 0:59,5211,220,99
2015/10/14 1:59,5390,221,105
2015/10/14 2:59,6074,199,98
2015/10/14 3:59,7234,155,113
2015/10/14 4:59,8204,100,105
2015/10/14 5:59,8463,49,112
2015/10/14 6:59,8492,17,94
2015/10/14 7:59,8552,0,128
2015/10/14 8:59,8594,0,217
2015/10/14 9:59,8329,0,390
2015/10/14 10:59,8329,0,382
2015/10/14 11:59,8212,0,368
2015/10/14 12:59,8125,0,433
2015/10/14 13:59,8037,0,555
2015/10/14 14:59,8142,0,757
2015/10/14 15:59,8371,0,842
2015/10/14 16:59,8158,0,603
2015/10/14 17:59,7579,0,635
2015/10/14 18:59,7012,0,711
2015/10/14 19:59,6706,11,726
2015/10/14 20:59,6175,39,744
2015/10/14 21:59,5764,85,695
2015/10/14 22:59,5483,124,760
2015/10/14 23:59,5366,154,720
2015/10/15 0:59,5237,182,807
2015/10/15 1:59,5388,201,659
2015/10/15 2:59,6093,180,544
2015/10/15 3:59,7250,144,585
2015/10/15 4:59,8188,100,547
2015/10/15 5:59,8469,50,791
2015/10/15 6:59,8506,17,932
2015/10/15 7:59,8564,0,299
2015/10/15 8:59,8595,0,197
2015/10/15 9:59,8399,0,173
2015/10/15 10:59,8336,0,252
2015/10/15 11:59,8247,0,456
2015/10/15 12:59,8272,0,214
2015/10/15 13:59,8214,0,155
2015/10/15 14:59,8303,0,146
2015/10/15 15:59,8477,0,116
2015/10/15 16:59,8238,0,130
2015/10/15 17:59,7737,0,115
2015/10/15 18:59,7083,0,91
2015/10/15 19:59,6738,11,88
2015/10/15 20:59,6222,39,86
2015/10/15 21:59,5832,91,72
2015/10/15 22:59,5534,148,83
2015/10/15 23:59,5395,190,102
2015/10/16 0:59,5259,217,122
2015/10/16 1:59,5383,227,176
2015/10/16 2:59,6074,216,238
2015/10/16 3:59,7236,175,205
2015/10/16 4:59,8136,112,128
2015/10/16 5:59,8444,53,103
2015/10/16 6:59,8478,18,127
2015/10/16 7:59,8548,0,184
2015/10/16 8:59,8521,0,256
2015/10/16 9:59,8238,0,221
2015/10/16 10:59,7986,0,301
2015/10/16 11:59,7803,0,476
2015/10/16 12:59,7688,0,584
2015/10/16 13:59,7688,0,589
2015/10/16 14:59,7840,0,624
2015/10/16 15:59,8072,0,649
2015/10/16 16:59,7896,0,689
2015/10/16 17:59,7309,0,687
2015/10/16 18:59,6706,0,703
2015/10/16 19:59,6479,13,577
2015/10/16 20:59,6030,48,546
2015/10/16 21:59,5662,111,384
2015/10/16 22:59,5365,180,324
2015/10/16 23:59,5221,235,350
2015/10/17 0:59,5032,271,175
2015/10/17 1:59,5032,280,47
2015/10/17 2:59,5275,259,16
2015/10/17 3:59,5687,212,13
2015/10/17 4:59,6237,143,6
2015/10/17 5:59,6559,69,8
2015/10/17 6:59,6872,23,10
2015/10/17 7:59,6986,1,13
2015/10/17 8:59,6993,0,21
2015/10/17 9:59,6788,0,31
2015/10/17 10:59,6604,0,51
2015/10/17 11:59,6487,0,62
2015/10/17 12:59,6392,0,58
2015/10/17 13:59,6421,0,32
2015/10/17 14:59,6610,0,56
2015/10/17 15:59,6901,0,104
2015/10/17 16:59,6733,0,67
2015/10/17 17:59,6329,0,51
2015/10/17 18:59,5878,0,72
2015/10/17 19:59,5847,11,104
2015/10/17 20:59,5538,39,84
2015/10/17 21:59,5190,92,48
2015/10/17 22:59,4898,152,51
2015/10/17 23:59,4779,205,37
2015/10/18 0:59,4588,242,17
2015/10/18 1:59,4567,261,6
2015/10/18 2:59,4707,252,4
2015/10/18 3:59,4983,208,4
2015/10/18 4:59,5363,137,7
2015/10/18 5:59,5706,63,8
2015/10/18 6:59,6010,20,10
2015/10/18 7:59,6280,1,9
2015/10/18 8:59,6442,0,43
2015/10/18 9:59,6180,0,102
2015/10/18 10:59,5897,0,118
2015/10/18 11:59,5742,0,147
2015/10/18 12:59,5704,0,180
2015/10/18 13:59,5882,0,227
2015/10/18 14:59,6220,0,279
2015/10/18 15:59,6535,0,326
2015/10/18 16:59,6607,0,304
2015/10/18 17:59,6288,0,299
2015/10/18 18:59,5893,0,335
2015/10/18 19:59,5943,10,290
2015/10/18 20:59,5674,34,316
2015/10/18 21:59,5305,79,283
2015/10/18 22:59,5100,125,307
